"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"01.04.2014","2.281,77","2.288,50","2.293,00","2.271,50","18,49K","0,83%"
"31.03.2014","2.263,00","2.265,00","2.276,00","2.260,00","4,66K","-0,08%"
"28.03.2014","2.264,80","2.258,00","2.271,00","2.251,50","28,91K","0,03%"
"27.03.2014","2.264,16","2.303,50","2.311,00","2.260,00","32,28K","-2,17%"
"26.03.2014","2.314,43","2.307,00","2.323,00","2.296,00","25,87K","0,24%"
"25.03.2014","2.309,00","2.337,00","2.337,00","2.303,00","30,25K","-0,74%"
"24.03.2014","2.326,26","2.326,50","2.339,00","2.321,00","18,45K","-0,15%"
"21.03.2014","2.329,64","2.338,00","2.339,00","2.323,50","20,38K","-0,16%"
"20.03.2014","2.333,46","2.358,00","2.364,00","2.328,50","27,62K","-0,89%"
"19.03.2014","2.354,32","2.344,00","2.361,50","2.333,00","26,23K","0,26%"
"18.03.2014","2.348,22","2.358,00","2.368,00","2.342,00","25,12K","-0,45%"
"17.03.2014","2.358,85","2.356,00","2.366,00","2.352,00","16,73K","-0,23%"
"14.03.2014","2.364,18","2.370,00","2.386,50","2.357,00","27,90K","-0,54%"
"13.03.2014","2.377,03","2.362,00","2.379,50","2.350,50","24,78K","0,17%"
"12.03.2014","2.373,07","2.382,00","2.387,00","2.367,00","20,41K","-0,25%"
"11.03.2014","2.378,91","2.371,50","2.382,50","2.352,50","26,14K","0,43%"
"10.03.2014","2.368,79","2.356,00","2.370,50","2.341,50","23,18K","0,34%"
"07.03.2014","2.360,75","2.337,50","2.365,00","2.337,00","22,05K","1,15%"
"06.03.2014","2.334,01","2.329,00","2.340,00","2.318,00","21,18K","-0,13%"
"05.03.2014","2.337,04","2.359,50","2.359,50","2.332,50","9,21K","0,16%"
"28.02.2014","2.333,40","2.322,00","2.336,00","2.312,00","5,25K","0,44%"
"27.02.2014","2.323,14","2.359,00","2.359,50","2.318,00","23,77K","-1,28%"
"26.02.2014","2.353,30","2.342,50","2.359,50","2.335,50","24,03K","0,68%"
"25.02.2014","2.337,43","2.343,00","2.347,50","2.332,50","21,95K","-0,24%"
"24.02.2014","2.343,13","2.353,00","2.357,50","2.333,00","20,12K","-0,72%"
"21.02.2014","2.360,08","2.376,50","2.384,00","2.350,50","20,07K","-0,85%"
"20.02.2014","2.380,37","2.401,00","2.401,50","2.370,00","23,55K","-0,57%"
"19.02.2014","2.393,92","2.415,00","2.419,00","2.392,00","23,33K","-0,21%"
"18.02.2014","2.398,89","2.401,50","2.409,50","2.395,00","18,47K","0,24%"
"17.02.2014","2.393,22","2.398,00","2.402,00","2.389,00","6,40K","-0,05%"
"14.02.2014","2.394,39","2.408,00","2.408,50","2.390,50","19,05K","-0,82%"
"13.02.2014","2.414,20","2.448,00","2.448,00","2.403,50","19,77K","-0,81%"
"12.02.2014","2.433,82","2.412,00","2.438,00","2.409,50","17,93K","0,70%"
"11.02.2014","2.416,88","2.413,50","2.430,50","2.409,00","17,31K","0,20%"
"10.02.2014","2.411,98","2.401,00","2.424,50","2.396,50","15,66K","0,69%"
"07.02.2014","2.395,39","2.397,50","2.408,50","2.384,00","20,92K","-0,22%"
"06.02.2014","2.400,69","2.417,00","2.428,50","2.391,00","23,68K","-0,57%"
"05.02.2014","2.414,55","2.425,00","2.435,50","2.409,00","22,63K","-0,49%"
"04.02.2014","2.426,39","2.448,50","2.455,00","2.421,50","19,95K","-0,98%"
"03.02.2014","2.450,40","2.435,00","2.459,00","2.418,00","17,57K","0,99%"
"31.01.2014","2.426,30","2.406,50","2.435,00","2.404,50","3,69K","0,55%"
"30.01.2014","2.413,08","2.443,00","2.451,00","2.410,50","24,81K","-1,01%"
"29.01.2014","2.437,61","2.429,50","2.453,00","2.427,00","26,83K","0,33%"
"28.01.2014","2.429,54","2.414,50","2.432,50","2.407,00","20,27K","0,28%"
"27.01.2014","2.422,80","2.406,00","2.432,50","2.394,50","24,34K","0,53%"
"24.01.2014","2.409,91","2.424,50","2.437,50","2.399,00","29,55K","0,35%"
"23.01.2014","2.401,39","2.385,00","2.411,50","2.375,50","24,44K","0,93%"
"22.01.2014","2.379,35","2.370,00","2.383,00","2.360,50","18,13K","0,34%"
"21.01.2014","2.371,38","2.353,00","2.376,00","2.353,00","17,65K","1,06%"
"20.01.2014","2.346,59","2.346,50","2.352,00","2.336,50","7,43K","-0,46%"
"17.01.2014","2.357,36","2.368,00","2.374,50","2.349,50","15,50K","-0,66%"
"16.01.2014","2.372,95","2.357,50","2.386,50","2.354,50","19,34K","0,55%"
"15.01.2014","2.359,93","2.366,00","2.371,00","2.352,00","14,75K","-0,26%"
"14.01.2014","2.366,08","2.374,00","2.379,50","2.360,00","17,98K","-0,25%"
"13.01.2014","2.372,11","2.375,50","2.375,50","2.351,00","18,13K","-0,39%"
"10.01.2014","2.381,49","2.403,00","2.411,00","2.371,00","19,85K","-1,23%"
"09.01.2014","2.411,16","2.409,00","2.418,00","2.403,50","14,68K","0,30%"
"08.01.2014","2.404,01","2.391,00","2.414,00","2.382,50","18,47K","0,70%"
"07.01.2014","2.387,36","2.391,50","2.393,00","2.371,50","19,39K","-0,23%"
"06.01.2014","2.392,80","2.396,00","2.403,00","2.386,00","13,11K","-0,23%"
"03.01.2014","2.398,40","2.400,50","2.406,00","2.386,00","14,30K","-0,57%"
"02.01.2014","2.412,19","2.396,00","2.427,50","2.392,50","17,89K","2,97%"
"30.12.2013","2.342,60","2.332,00","2.344,00","2.326,00","3,48K","-0,11%"
"27.12.2013","2.345,09","2.356,00","2.360,00","2.337,50","10,72K","-0,58%"
"26.12.2013","2.358,76","2.365,00","2.368,00","2.348,50","8,34K","-0,51%"
"23.12.2013","2.370,97","2.380,50","2.385,00","2.361,00","9,42K","-0,49%"
"20.12.2013","2.382,65","2.367,00","2.394,00","2.367,00","20,25K","1,13%"
"19.12.2013","2.356,01","2.355,00","2.367,00","2.348,00","16,71K","0,26%"
"18.12.2013","2.349,92","2.328,00","2.369,00","2.322,00","24,43K","0,90%"
"17.12.2013","2.328,93","2.341,00","2.341,00","2.322,00","13,98K","-0,29%"
"16.12.2013","2.335,78","2.341,50","2.343,50","2.318,00","14,30K","-0,37%"
"13.12.2013","2.344,53","2.347,00","2.350,00","2.337,00","10,84K","-0,36%"
"12.12.2013","2.352,97","2.350,00","2.361,00","2.335,50","19,79K","0,33%"
"11.12.2013","2.345,26","2.324,00","2.354,50","2.319,50","18,16K","1,10%"
"10.12.2013","2.319,84","2.328,50","2.329,00","2.316,00","13,41K","-0,50%"
"09.12.2013","2.331,55","2.341,50","2.343,00","2.327,00","11,14K","-0,52%"
"06.12.2013","2.343,64","2.371,00","2.388,00","2.336,50","24,05K","-1,31%"
"05.12.2013","2.374,80","2.406,00","2.410,00","2.367,00","21,26K","-0,80%"
"04.12.2013","2.394,05","2.390,00","2.406,50","2.377,50","21,11K","0,10%"
"03.12.2013","2.391,60","2.380,00","2.395,00","2.365,50","17,44K","0,81%"
"02.12.2013","2.372,36","2.362,00","2.375,00","2.349,50","17,29K","2,04%"
"29.11.2013","2.324,90","2.321,00","2.326,50","2.310,00","3,19K","-0,21%"
"28.11.2013","2.329,69","2.333,00","2.345,00","2.315,50","11,34K","0,76%"
"27.11.2013","2.312,04","2.303,00","2.333,00","2.295,00","15,81K","0,58%"
"26.11.2013","2.298,71","2.296,50","2.310,00","2.292,50","18,14K","0,48%"
"25.11.2013","2.287,77","2.284,50","2.300,00","2.282,50","12,59K","-0,29%"
"22.11.2013","2.294,49","2.317,00","2.321,50","2.282,00","17,19K","-0,70%"
"21.11.2013","2.310,61","2.299,00","2.322,00","2.294,00","17,93K","1,62%"
"19.11.2013","2.273,82","2.277,50","2.286,00","2.258,00","18,66K","-0,04%"
"18.11.2013","2.274,63","2.312,00","2.312,00","2.270,00","15,70K","-2,26%"
"14.11.2013","2.327,18","2.344,00","2.347,50","2.322,00","15,00K","-0,60%"
"13.11.2013","2.341,17","2.341,50","2.347,50","2.329,50","12,44K","-0,10%"
"12.11.2013","2.343,47","2.350,50","2.358,50","2.333,50","16,45K","-0,10%"
"11.11.2013","2.345,91","2.322,00","2.354,50","2.315,00","11,23K","0,85%"
"08.11.2013","2.326,22","2.318,00","2.356,00","2.306,00","22,16K","0,47%"
"07.11.2013","2.315,24","2.302,00","2.323,50","2.283,00","18,45K","0,84%"
"06.11.2013","2.296,06","2.296,00","2.310,50","2.282,00","17,61K","-0,00%"
"05.11.2013","2.296,14","2.265,50","2.308,00","2.262,00","19,50K","1,68%"
"04.11.2013","2.258,21","2.265,00","2.267,50","2.251,50","8,06K","-0,60%"
"01.11.2013","2.271,80","2.255,50","2.276,50","2.252,00","13,76K","0,95%"
"31.10.2013","2.250,38","2.203,00","2.256,50","2.203,00","17,25K","2,99%"
"30.10.2013","2.185,09","2.184,50","2.198,50","2.183,00","12,82K","0,15%"
"29.10.2013","2.181,91","2.186,50","2.187,50","2.177,00","8,12K","-0,21%"
"28.10.2013","2.186,41","2.189,00","2.191,50","2.181,00","7,98K","-0,25%"
"25.10.2013","2.191,95","2.196,50","2.196,50","2.183,00","8,33K","-0,73%"
"24.10.2013","2.207,99","2.197,00","2.213,00","2.197,00","16,24K","0,83%"
"23.10.2013","2.189,85","2.190,00","2.196,00","2.183,00","9,34K","0,55%"
"22.10.2013","2.177,90","2.188,50","2.196,50","2.170,00","12,38K","-0,08%"
"21.10.2013","2.179,66","2.176,00","2.188,00","2.172,50","12,10K","-0,22%"
"18.10.2013","2.184,50","2.158,00","2.185,50","2.153,50","10,10K","0,71%"
"17.10.2013","2.169,18","2.174,00","2.179,50","2.158,00","10,10K","-0,49%"
"16.10.2013","2.179,77","2.181,00","2.190,00","2.163,50","14,88K","-0,64%"
"15.10.2013","2.193,75","2.190,00","2.198,00","2.185,00","9,70K","0,35%"
"14.10.2013","2.185,99","2.184,00","2.204,50","2.174,50","11,36K","-0,14%"
"11.10.2013","2.189,10","2.184,00","2.197,50","2.183,00","8,77K","-0,07%"
"10.10.2013","2.190,64","2.212,00","2.212,50","2.180,00","14,17K","-1,22%"
"09.10.2013","2.217,71","2.218,50","2.226,50","2.212,00","9,53K","-0,16%"
"08.10.2013","2.221,21","2.212,00","2.226,50","2.208,00","8,53K","0,13%"
"07.10.2013","2.218,24","2.227,00","2.235,00","2.214,50","9,36K","-0,14%"
"04.10.2013","2.221,41","2.211,50","2.228,00","2.211,50","9,94K","0,29%"
"03.10.2013","2.214,98","2.210,00","2.229,00","2.210,00","15,17K","-0,11%"
"02.10.2013","2.217,47","2.235,00","2.240,00","2.207,00","14,39K","-1,10%"
"01.10.2013","2.242,23","2.229,00","2.246,50","2.213,00","14,73K","0,23%"
"30.09.2013","2.237,10","2.280,00","2.283,50","2.227,00","16,04K","-0,92%"
"27.09.2013","2.257,76","2.258,00","2.266,00","2.248,00","14,33K","0,53%"
"26.09.2013","2.245,93","2.233,00","2.250,50","2.217,00","12,95K","0,77%"
"25.09.2013","2.228,66","2.205,00","2.237,00","2.205,00","14,76K","1,26%"
"24.09.2013","2.200,93","2.207,00","2.217,50","2.191,50","13,83K","-0,17%"
"23.09.2013","2.204,75","2.216,00","2.218,50","2.199,00","11,46K","-0,82%"
"20.09.2013","2.223,01","2.214,00","2.226,50","2.197,00","16,08K","0,71%"
"19.09.2013","2.207,30","2.188,00","2.222,00","2.186,00","17,11K","-0,01%"
"18.09.2013","2.207,62","2.263,50","2.264,00","2.190,50","20,23K","-2,48%"
"17.09.2013","2.263,78","2.290,50","2.292,50","2.260,50","11,49K","-1,02%"
"16.09.2013","2.287,09","2.263,50","2.294,00","2.256,00","13,27K","-0,14%"
"13.09.2013","2.290,41","2.288,50","2.295,00","2.277,50","9,22K","0,27%"
"12.09.2013","2.284,35","2.290,00","2.298,00","2.278,50","11,67K","0,01%"
"11.09.2013","2.284,03","2.291,50","2.316,50","2.275,50","13,40K","-0,49%"
"10.09.2013","2.295,28","2.281,00","2.304,50","2.272,50","11,60K","0,32%"
"09.09.2013","2.287,95","2.312,00","2.318,50","2.282,00","10,79K","-0,95%"
"06.09.2013","2.309,92","2.334,00","2.334,00","2.293,00","17,46K","-1,12%"
"05.09.2013","2.336,10","2.381,00","2.388,00","2.327,00","19,81K","-1,61%"
"04.09.2013","2.374,24","2.361,50","2.378,50","2.356,50","11,04K","-0,24%"
"03.09.2013","2.379,88","2.406,50","2.418,00","2.367,00","14,12K","-0,37%"
"02.09.2013","2.388,75","2.390,00","2.395,00","2.370,00","6,01K","-0,38%"
"30.08.2013","2.397,77","2.363,50","2.412,00","2.362,00","16,11K","1,00%"
"29.08.2013","2.374,13","2.338,50","2.383,00","2.337,00","11,68K","1,77%"
"28.08.2013","2.332,79","2.389,50","2.394,00","2.325,50","19,07K","-1,84%"
"27.08.2013","2.376,43","2.418,00","2.422,00","2.364,50","11,58K","-0,42%"
"26.08.2013","2.386,53","2.362,50","2.400,00","2.353,00","12,29K","0,97%"
"23.08.2013","2.363,51","2.408,00","2.410,00","2.349,50","17,73K","-3,43%"
"22.08.2013","2.447,36","2.453,50","2.461,50","2.425,50","15,14K","-0,19%"
"21.08.2013","2.451,95","2.414,00","2.462,00","2.407,00","13,70K","1,99%"
"20.08.2013","2.404,11","2.410,00","2.416,50","2.392,00","11,15K","-0,94%"
"19.08.2013","2.426,82","2.412,50","2.435,00","2.392,50","16,26K","1,34%"
"16.08.2013","2.394,78","2.352,00","2.406,50","2.352,00","13,65K","1,88%"
"15.08.2013","2.350,56","2.326,50","2.360,00","2.324,00","12,86K","0,82%"
"14.08.2013","2.331,43","2.320,00","2.337,00","2.313,50","6,26K","0,44%"
"13.08.2013","2.321,27","2.300,50","2.325,50","2.300,00","7,64K","1,24%"
"12.08.2013","2.292,85","2.286,00","2.300,00","2.273,50","8,83K","0,60%"
"09.08.2013","2.279,19","2.290,00","2.294,00","2.277,00","8,76K","-0,62%"
"08.08.2013","2.293,41","2.318,00","2.319,50","2.287,00","14,96K","-1,14%"
"07.08.2013","2.319,84","2.319,50","2.331,00","2.306,50","9,88K","0,35%"
"06.08.2013","2.311,72","2.320,50","2.320,50","2.301,50","9,81K","-0,15%"
"05.08.2013","2.315,27","2.303,00","2.321,00","2.300,50","4,99K","0,85%"
"02.08.2013","2.295,77","2.323,50","2.328,00","2.291,50","10,41K","-0,86%"
"01.08.2013","2.315,77","2.294,50","2.321,00","2.284,00","10,02K","1,01%"
"31.07.2013","2.292,55","2.303,00","2.317,00","2.290,00","14,39K","0,54%"
"30.07.2013","2.280,19","2.272,00","2.284,50","2.267,00","6,68K","0,55%"
"29.07.2013","2.267,81","2.255,50","2.272,00","2.255,50","6,42K","0,59%"
"26.07.2013","2.254,62","2.246,00","2.260,50","2.243,50","8,16K","-0,06%"
"25.07.2013","2.255,92","2.253,00","2.267,50","2.238,00","13,20K","0,25%"
"24.07.2013","2.250,26","2.218,00","2.261,00","2.217,00","9,52K","1,24%"
"23.07.2013","2.222,64","2.241,00","2.245,00","2.215,50","8,35K","-0,69%"
"22.07.2013","2.238,02","2.251,50","2.253,50","2.233,50","6,30K","-0,19%"
"19.07.2013","2.242,20","2.223,00","2.254,50","2.222,00","5,70K","0,51%"
"18.07.2013","2.230,84","2.239,50","2.248,50","2.224,00","6,00K","-0,41%"
"17.07.2013","2.240,04","2.265,00","2.271,50","2.230,00","10,66K","-0,85%"
"16.07.2013","2.259,24","2.219,50","2.266,50","2.217,00","9,58K","1,05%"
"15.07.2013","2.235,76","2.280,00","2.284,00","2.226,00","8,43K","-1,89%"
"12.07.2013","2.278,83","2.275,00","2.281,00","2.271,00","4,81K","0,36%"
"11.07.2013","2.270,70","2.265,00","2.282,00","2.261,00","6,73K","-0,54%"
"10.07.2013","2.282,94","2.269,00","2.291,00","2.269,00","7,11K","0,63%"
"08.07.2013","2.268,65","2.262,50","2.276,00","2.259,00","4,88K","0,17%"
"05.07.2013","2.264,84","2.261,50","2.282,00","2.255,00","8,11K","-0,70%"
"04.07.2013","2.280,76","2.280,00","2.286,00","2.259,50","5,63K","0,04%"
"03.07.2013","2.279,76","2.275,00","2.286,00","2.270,50","5,29K","0,67%"
"02.07.2013","2.264,50","2.250,00","2.269,00","2.249,00","6,33K","1,04%"
"01.07.2013","2.241,27","2.241,50","2.251,50","2.231,00","6,58K","-0,09%"
"28.06.2013","2.243,30","2.217,00","2.250,00","2.214,50","9,74K","2,61%"
"27.06.2013","2.186,21","2.180,00","2.199,00","2.176,00","7,21K","-0,21%"
"26.06.2013","2.190,72","2.213,00","2.215,50","2.186,50","8,50K","-1,10%"
"25.06.2013","2.215,13","2.216,00","2.228,00","2.209,00","8,52K","-0,72%"
"24.06.2013","2.231,21","2.266,00","2.270,50","2.217,00","10,91K","-0,78%"
"21.06.2013","2.248,80","2.253,50","2.278,00","2.238,00","16,37K","-1,19%"
"20.06.2013","2.275,83","2.245,00","2.281,00","2.224,00","20,73K","3,41%"
"19.06.2013","2.200,85","2.186,50","2.240,00","2.171,50","14,54K","1,05%"
"18.06.2013","2.177,99","2.185,00","2.191,00","2.165,50","12,28K","0,07%"
"17.06.2013","2.176,43","2.151,50","2.183,00","2.150,50","8,07K","1,25%"
"14.06.2013","2.149,48","2.127,50","2.161,50","2.127,00","7,78K","-0,01%"
"13.06.2013","2.149,80","2.148,00","2.157,50","2.125,00","9,73K","-0,34%"
"12.06.2013","2.157,09","2.137,50","2.166,00","2.132,50","8,04K","0,54%"
"11.06.2013","2.145,51","2.166,00","2.173,50","2.137,00","11,04K","-0,46%"
"10.06.2013","2.155,41","2.147,00","2.168,00","2.142,50","9,05K","0,38%"
"07.06.2013","2.147,18","2.160,00","2.163,00","2.134,00","10,66K","0,38%"
"06.06.2013","2.139,10","2.137,00","2.142,50","2.125,50","10,24K","-0,35%"
"05.06.2013","2.146,63","2.107,00","2.161,00","2.097,00","18,60K","-0,01%"
"04.06.2013","2.146,90","2.131,50","2.162,00","2.122,50","12,47K","0,37%"
"03.06.2013","2.138,96","2.145,00","2.153,50","2.135,50","9,33K","-0,78%"
"31.05.2013","2.155,75","2.133,00","2.163,00","2.126,00","17,90K","2,18%"
"29.05.2013","2.109,74","2.076,50","2.116,00","2.073,00","14,67K","1,81%"
"28.05.2013","2.072,14","2.057,50","2.078,50","2.055,00","9,80K","0,75%"
"27.05.2013","2.056,68","2.048,50","2.063,00","2.048,50","1,48K","0,26%"
"24.05.2013","2.051,27","2.050,50","2.058,50","2.047,00","6,11K","0,16%"
"23.05.2013","2.048,09","2.057,50","2.059,50","2.046,00","7,90K","-0,07%"
"22.05.2013","2.049,48","2.048,00","2.056,00","2.036,00","9,20K","0,37%"
"21.05.2013","2.041,97","2.045,00","2.051,50","2.037,00","6,67K","-0,08%"
"20.05.2013","2.043,58","2.036,50","2.047,00","2.033,50","4,83K","0,07%"
"17.05.2013","2.042,07","2.037,00","2.047,00","2.032,50","6,41K","0,55%"
"16.05.2013","2.030,82","2.034,00","2.043,50","2.029,00","8,75K","-0,09%"
"15.05.2013","2.032,74","2.031,00","2.039,50","2.022,50","6,57K","0,51%"
"14.05.2013","2.022,46","2.015,00","2.030,00","2.010,00","5,96K","0,31%"
"13.05.2013","2.016,25","2.025,00","2.028,50","2.014,00","7,22K","-0,85%"
"10.05.2013","2.033,62","2.028,00","2.037,50","2.023,00","6,02K","0,67%"
"09.05.2013","2.020,05","2.013,50","2.024,50","2.005,00","5,74K","0,41%"
"08.05.2013","2.011,84","2.014,00","2.015,50","2.008,00","3,64K","-0,25%"
"07.05.2013","2.016,92","2.020,00","2.024,00","2.011,00","3,93K","-0,30%"
"06.05.2013","2.022,94","2.022,50","2.026,50","2.018,50","2,95K","0,13%"
"03.05.2013","2.020,29","2.018,50","2.024,00","2.015,50","4,44K","-0,03%"
"02.05.2013","2.020,88","2.015,00","2.025,50","2.010,00","5,69K","0,50%"
"30.04.2013","2.010,77","2.014,50","2.019,00","2.006,00","4,92K","0,24%"
"29.04.2013","2.006,05","1.994,50","2.009,00","1.992,50","5,29K","0,26%"
"26.04.2013","2.000,89","2.002,50","2.005,00","1.997,00","4,49K","-0,33%"
"25.04.2013","2.007,44","2.009,00","2.015,00","2.003,50","4,91K","-0,42%"
"24.04.2013","2.015,83","2.026,00","2.028,50","2.010,00","4,53K","-0,65%"
"23.04.2013","2.028,94","2.024,00","2.032,50","2.015,50","6,28K","0,27%"
"22.04.2013","2.023,43","2.009,00","2.024,50","2.009,00","4,36K","0,54%"
"19.04.2013","2.012,59","2.021,00","2.021,00","2.006,50","5,21K","-0,59%"
"18.04.2013","2.024,44","2.010,00","2.027,00","2.010,00","5,98K","0,83%"
"17.04.2013","2.007,81","1.995,00","2.012,00","1.989,00","7,03K","0,45%"
"16.04.2013","1.998,91","1.996,00","2.006,00","1.987,50","6,12K","0,43%"
"15.04.2013","1.990,35","1.982,00","2.013,00","1.977,50","7,51K","0,76%"
"12.04.2013","1.975,31","1.983,00","1.986,50","1.971,00","5,18K","-0,27%"
"11.04.2013","1.980,70","1.978,50","1.983,00","1.975,50","3,91K","-0,15%"
"10.04.2013","1.983,65","1.987,00","1.993,00","1.980,00","4,26K","-0,24%"
"09.04.2013","1.988,46","1.997,00","1.997,50","1.987,50","4,82K","-0,46%"
"08.04.2013","1.997,59","1.989,00","2.001,50","1.986,00","4,03K","0,02%"
"05.04.2013","1.997,18","2.024,50","2.024,50","1.992,00","7,39K","-1,26%"
"04.04.2013","2.022,69","2.031,00","2.033,00","2.019,00","4,69K","-0,55%"
"03.04.2013","2.033,87","2.027,50","2.036,50","2.026,00","4,09K","0,19%"
"02.04.2013","2.029,93","2.024,50","2.033,00","2.024,50","3,72K","0,02%"
"01.04.2013","2.029,57","2.030,50","2.032,50","2.025,50","3,24K","0,05%"
"28.03.2013","2.028,54","2.017,00","2.032,50","2.013,50","5,31K","1,01%"
"27.03.2013","2.008,29","2.024,50","2.027,50","2.005,00","7,01K","-0,36%"
"26.03.2013","2.015,49","2.012,00","2.019,00","2.004,00","6,28K","0,14%"
"25.03.2013","2.012,63","2.008,00","2.019,50","2.008,00","4,99K","-0,17%"
"22.03.2013","2.016,00","2.010,50","2.021,50","2.007,00","6,49K","0,56%"
"21.03.2013","2.004,84","1.994,50","2.015,50","1.993,00","7,67K","0,58%"
"20.03.2013","1.993,19","1.984,50","1.994,50","1.982,00","5,17K","0,18%"
"19.03.2013","1.989,64","1.987,00","1.992,50","1.982,50","5,08K","-0,06%"
"18.03.2013","1.990,83","1.992,50","1.995,00","1.986,50","4,38K","0,39%"
"15.03.2013","1.983,12","1.974,00","1.988,50","1.970,00","5,36K","0,28%"
"14.03.2013","1.977,57","1.975,00","1.981,50","1.970,00","5,32K","0,17%"
"13.03.2013","1.974,26","1.971,50","1.984,50","1.964,50","7,10K","0,28%"
"12.03.2013","1.968,67","1.965,00","1.971,00","1.960,00","8,30K","0,35%"
"11.03.2013","1.961,88","1.950,00","1.968,00","1.948,00","3,99K","0,26%"
"08.03.2013","1.956,87","1.962,00","1.969,50","1.949,50","6,72K","-0,65%"
"07.03.2013","1.969,66","1.885,00","1.977,00","1.880,00","5,35K","-0,25%"
"06.03.2013","1.974,67","1.969,50","1.978,50","1.969,50","3,31K","0,11%"
"05.03.2013","1.972,45","1.977,00","1.979,50","1.971,50","4,44K","-0,70%"
"04.03.2013","1.986,29","1.992,00","1.994,00","1.978,50","4,58K","-0,15%"
"01.03.2013","1.989,23","1.991,00","1.996,50","1.987,50","4,35K","0,34%"
"28.02.2013","1.982,43","1.979,00","1.988,50","1.976,50","5,46K","0,36%"
"27.02.2013","1.975,34","1.978,50","1.984,50","1.972,50","4,62K","-0,49%"
"26.02.2013","1.985,09","1.984,00","1.995,00","1.975,00","6,68K","0,41%"
"25.02.2013","1.977,08","1.971,00","1.986,00","1.965,00","4,72K","0,19%"
"22.02.2013","1.973,31","1.967,00","1.976,00","1.965,50","4,97K","-0,12%"
"21.02.2013","1.975,70","1.969,00","1.981,00","1.966,50","5,92K","0,62%"
"20.02.2013","1.963,55","1.958,50","1.969,00","1.955,50","5,21K","0,24%"
"19.02.2013","1.958,80","1.967,50","1.967,50","1.956,50","3,77K","-0,36%"
"18.02.2013","1.965,92","1.970,00","1.973,00","1.963,00","1,44K","-0,08%"
"15.02.2013","1.967,54","1.960,50","1.976,50","1.952,50","5,57K","0,23%"
"14.02.2013","1.963,04","1.972,00","1.973,50","1.960,50","3,69K","-0,36%"
"13.02.2013","1.970,16","1.972,00","1.973,00","1.968,50","1,78K","-0,31%"
"08.02.2013","1.976,32","1.957,00","1.984,00","1.957,00","7,72K","0,06%"
"07.02.2013","1.975,12","1.994,00","1.994,00","1.965,50","7,10K","-0,89%"
"06.02.2013","1.992,79","1.993,00","1.997,00","1.990,50","3,37K","0,08%"
"05.02.2013","1.991,23","1.999,50","2.000,00","1.988,50","4,75K","-0,41%"
"04.02.2013","1.999,52","1.996,50","2.003,50","1.991,50","3,95K","0,18%"
"01.02.2013","1.995,98","1.997,00","1.999,00","1.986,00","5,08K","0,10%"
"31.01.2013","1.993,90","1.993,00","2.000,00","1.990,50","4,33K","0,30%"
"30.01.2013","1.988,03","1.984,50","2.000,50","1.982,50","7,52K","0,13%"
"29.01.2013","1.985,44","1.999,00","1.999,00","1.983,50","6,54K","-0,85%"
"28.01.2013","2.002,48","2.031,50","2.037,00","1.995,50","7,50K","-1,48%"
"24.01.2013","2.032,47","2.037,00","2.039,00","2.030,00","3,86K","-0,37%"
"23.01.2013","2.039,97","2.044,50","2.047,00","2.037,50","3,43K","-0,47%"
"22.01.2013","2.049,59","2.043,50","2.053,50","2.043,00","4,39K","0,21%"
"21.01.2013","2.045,25","2.044,00","2.047,00","2.044,00","0,54K","-0,16%"
"18.01.2013","2.048,58","2.046,00","2.050,00","2.043,50","3,27K","0,22%"
"17.01.2013","2.044,14","2.042,50","2.049,50","2.042,00","3,21K","-0,28%"
"16.01.2013","2.049,78","2.043,00","2.050,00","2.040,50","3,63K","0,50%"
"15.01.2013","2.039,59","2.040,00","2.045,00","2.039,00","2,72K","0,13%"
"14.01.2013","2.037,00","2.039,00","2.042,00","2.037,00","2,77K","-0,30%"
"11.01.2013","2.043,13","2.037,00","2.046,00","2.037,00","2,89K","0,26%"
"10.01.2013","2.037,83","2.042,50","2.046,00","2.034,50","4,17K","-0,38%"
"09.01.2013","2.045,52","2.049,00","2.053,50","2.043,50","4,00K","-0,16%"
"08.01.2013","2.048,71","2.036,50","2.050,00","2.029,50","5,04K","0,50%"
"07.01.2013","2.038,53","2.044,00","2.045,50","2.033,00","4,19K","-0,28%"
"04.01.2013","2.044,18","2.057,50","2.059,00","2.041,00","3,11K","-0,09%"
"03.01.2013","2.046,02","2.057,00","2.059,50","2.043,50","3,59K","-0,39%"
"02.01.2013","2.054,04","2.041,00","2.056,50","2.041,00","2,86K","0,02%"
"28.12.2012","2.053,64","2.050,50","2.060,00","2.050,50","1,87K","0,16%"
"27.12.2012","2.050,34","2.045,50","2.056,00","2.041,50","4,64K","-0,21%"
"26.12.2012","2.054,59","2.075,00","2.076,50","2.041,00","5,22K","-1,03%"
"21.12.2012","2.075,99","2.080,00","2.082,00","2.069,00","4,86K","0,66%"
"20.12.2012","2.062,40","2.069,50","2.071,50","2.057,50","4,06K","-0,48%"
"19.12.2012","2.072,30","2.085,00","2.085,00","2.070,50","4,12K","-0,93%"
"18.12.2012","2.091,71","2.097,50","2.104,50","2.088,50","5,14K","-0,31%"
"17.12.2012","2.098,30","2.088,00","2.105,00","2.087,00","3,60K","0,50%"
"14.12.2012","2.087,78","2.089,00","2.092,50","2.081,50","4,24K","0,10%"
"13.12.2012","2.085,70","2.077,00","2.090,00","2.077,00","3,25K","0,39%"
"12.12.2012","2.077,64","2.082,00","2.087,00","2.073,50","3,34K","-0,33%"
